date,number_of_strikes,center_point_geom
2018-01-11,138,POINT(-95.1 31.5)
2018-01-11,49,POINT(-94.9 31.5)
2018-01-11,33,POINT(-95.2 31.6)
2018-01-11,43,POINT(-95.1 31.6)
2018-01-11,43,POINT(-94.3 30.9)
2018-01-11,40,POINT(-94.2 30.9)
2018-01-11,38,POINT(-94.1 30.9)
2018-01-11,48,POINT(-93.9 30.9)
2018-01-11,40,POINT(-94.8 31.7)
2018-01-11,75,POINT(-95 31.8)
2018-01-11,25,POINT(-95.6 31.8)
2018-01-11,45,POINT(-94.9 31.8)
2018-01-11,25,POINT(-94.8 31.8)
2018-01-11,31,POINT(-95.6 31.9)
2018-01-11,50,POINT(-95.3 31.9)
2018-01-11,37,POINT(-94.8 31.3)
2018-01-11,23,POINT(-95.2 31.4)
2018-01-12,25,POINT(-79.7 29.8)
2018-01-12,86,POINT(-79.6 29.8)
2018-01-12,60,POINT(-79.5 29.8)
2018-01-12,46,POINT(-79.6 29.9)
2018-01-12,64,POINT(-79.5 29.9)
2018-01-12,76,POINT(-79.5 30.3)
2018-01-12,76,POINT(-79.4 30.3)
2018-01-12,81,POINT(-79.9 30.4)
2018-01-12,61,POINT(-79.8 29.6)
2018-01-12,67,POINT(-79.7 29.6)
2018-01-12,81,POINT(-79.7 29.7)
2018-01-12,64,POINT(-79.6 29.7)
2018-01-12,31,POINT(-79.6 30.2)
2018-01-12,46,POINT(-79.5 30.2)
2018-01-12,29,POINT(-79.8 30.7)
2018-01-12,244,POINT(-79.7 30.7)
2018-01-12,155,POINT(-79.6 30.7)
2018-01-12,319,POINT(-79.5 30.7)
2018-01-12,136,POINT(-79.4 30.7)
2018-01-12,34,POINT(-80.1 30.8)
2018-01-12,47,POINT(-79.9 30.8)
2018-01-12,96,POINT(-79.7 30.8)
2018-01-12,327,POINT(-79.6 30.8)
2018-01-12,139,POINT(-79.5 30.8)
2018-01-12,296,POINT(-79.4 30.8)
2018-01-12,106,POINT(-79.3 30.8)
2018-01-12,117,POINT(-80 30.9)
2018-01-12,35,POINT(-79.5 30.4)
2018-01-12,33,POINT(-79.4 30.4)
2018-01-12,39,POINT(-79.9 30.5)
2018-01-12,127,POINT(-79.8 30.5)
2018-01-12,82,POINT(-79.7 30.5)
2018-01-12,102,POINT(-79.9 30.9)
2018-01-12,73,POINT(-79.8 30.9)
2018-01-12,28,POINT(-79.7 30.9)
2018-01-12,224,POINT(-79.6 30.9)
2018-01-12,304,POINT(-79.5 30.9)
2018-01-12,212,POINT(-79.4 30.9)
2018-01-12,74,POINT(-79.3 30.9)
2018-01-12,26,POINT(-80 31.1)
2018-01-12,44,POINT(-79.9 31.1)
2018-01-12,137,POINT(-79.8 31.1)
2018-01-12,243,POINT(-79.7 31.1)
2018-01-12,96,POINT(-79.6 31.1)
2018-01-12,29,POINT(-79.5 31.1)
2018-01-12,116,POINT(-79.4 31.1)
2018-01-12,173,POINT(-79.3 31.1)
2018-01-12,29,POINT(-79.2 31.1)
2018-01-12,106,POINT(-79.8 30.6)
2018-01-12,201,POINT(-79.7 30.6)
2018-01-12,204,POINT(-79.6 30.6)
2018-01-12,43,POINT(-79.5 30.6)
2018-01-12,58,POINT(-80 30.7)
2018-01-12,78,POINT(-79.1 31.6)
2018-01-12,33,POINT(-79 31.7)
2018-01-12,36,POINT(-79.2 31.7)
2018-01-12,79,POINT(-79.1 31.7)
2018-01-12,29,POINT(-79 31.8)
2018-01-12,49,POINT(-79.3 31.8)
2018-01-12,75,POINT(-79.1 31.8)
2018-01-12,103,POINT(-79 31.9)
2018-01-12,40,POINT(-79.2 31.9)
2018-01-12,37,POINT(-79 32.1)
2018-01-12,74,POINT(-78.9 32.1)
2018-01-12,47,POINT(-78.8 32.1)
2018-01-12,39,POINT(-79.9 31.2)
2018-01-12,36,POINT(-79.8 31.2)
2018-01-12,141,POINT(-79.7 31.2)
2018-01-12,186,POINT(-79.6 31.2)
2018-01-12,77,POINT(-79.5 31.2)
2018-01-12,34,POINT(-79.4 31.2)
2018-01-12,55,POINT(-79.3 31.2)
2018-01-12,92,POINT(-79.2 31.2)
2018-01-12,82,POINT(-79.6 31.3)
2018-01-12,230,POINT(-79.5 31.3)
2018-01-12,66,POINT(-79.4 31.3)
2018-01-12,50,POINT(-79.3 31.3)
2018-01-12,47,POINT(-79.2 31.3)
2018-01-12,37,POINT(-79.5 31.4)
2018-01-12,104,POINT(-79.4 31.4)
2018-01-12,50,POINT(-79.3 31.4)
2018-01-12,210,POINT(-79.2 31.4)
2018-01-12,26,POINT(-79.7 31.5)
2018-01-12,23,POINT(-79.6 31.5)
2018-01-12,35,POINT(-79.4 31.5)
2018-01-12,97,POINT(-79.3 31.5)
2018-01-12,111,POINT(-79.2 31.5)
2018-01-12,83,POINT(-79.1 31.5)
2018-01-12,28,POINT(-79 31.6)
2018-01-12,107,POINT(-79.2 31.6)
2018-01-12,66,POINT(-75 24)
2018-01-12,23,POINT(-75.4 24)
2018-01-12,48,POINT(-75.3 24)
2018-01-12,208,POINT(-75.2 24)
2018-01-12,278,POINT(-75.1 24)
2018-01-12,68,POINT(-78.8 32.2)
2018-01-12,31,POINT(-78.7 32.2)
2018-01-12,26,POINT(-78.9 32.3)
2018-01-12,34,POINT(-79 32.5)
2018-01-12,35,POINT(-79.1 32.5)
2018-01-12,31,POINT(-79 32.6)
2018-01-12,42,POINT(-85 26)
2018-01-12,28,POINT(-85.7 26)
2018-01-12,66,POINT(-85.1 26)
2018-01-12,44,POINT(-81.2 26)
2018-01-12,112,POINT(-81.1 26)
2018-01-12,64,POINT(-80.6 27)
2018-01-12,36,POINT(-80.5 27)
2018-01-12,69,POINT(-80.4 27)
2018-01-12,125,POINT(-80.2 27)
2018-01-12,37,POINT(-79.4 23)
2018-01-12,84,POINT(-79.3 23)
2018-01-12,67,POINT(-79.8 28)
2018-01-12,88,POINT(-79.7 28)
2018-01-12,65,POINT(-79.6 28)
2018-01-12,33,POINT(-79.5 28)
2018-01-12,33,POINT(-74 25)
2018-01-12,26,POINT(-73.8 25)
2018-01-12,32,POINT(-73.7 25)
2018-01-12,26,POINT(-73.6 25)
2018-01-12,33,POINT(-79.1 32)
2018-01-12,92,POINT(-78.9 32)
2018-01-12,26,POINT(-77.9 21.8)
2018-01-12,29,POINT(-78 21.9)
2018-01-12,119,POINT(-77.9 21.9)
2018-01-12,23,POINT(-77.3 21.9)
2018-01-12,44,POINT(-79.5 30)
2018-01-12,29,POINT(-80 31)
2018-01-12,203,POINT(-79.9 31)
2018-01-12,184,POINT(-79.8 31)
2018-01-12,85,POINT(-79.7 31)
2018-01-12,38,POINT(-79.6 31)
2018-01-12,131,POINT(-79.5 31)
2018-01-12,188,POINT(-79.4 31)
2018-01-12,72,POINT(-79.3 31)
2018-01-12,77,POINT(-79 32)
2018-01-12,95,POINT(-77.7 21.5)
2018-01-12,35,POINT(-77.6 21.5)
2018-01-12,59,POINT(-77.8 21.6)
2018-01-12,67,POINT(-77.7 21.6)
2018-01-12,67,POINT(-79.3 23.1)
2018-01-12,72,POINT(-75.7 23.1)
2018-01-12,33,POINT(-75.8 23.2)
2018-01-12,52,POINT(-75.7 23.2)
2018-01-12,23,POINT(-75.7 23.3)
2018-01-12,49,POINT(-75.6 23.5)
2018-01-12,116,POINT(-75.5 23.5)
2018-01-12,51,POINT(-75.4 23.5)
2018-01-12,83,POINT(-75.6 23.6)
2018-01-12,148,POINT(-75.5 23.6)
2018-01-12,75,POINT(-75.4 23.6)
2018-01-12,39,POINT(-75.3 23.6)
2018-01-12,64,POINT(-81.1 23.7)
2018-01-12,25,POINT(-75.6 23.7)
2018-01-12,84,POINT(-75.4 23.7)
2018-01-12,33,POINT(-75.8 22.9)
2018-01-12,44,POINT(-75.5 23.8)
2018-01-12,136,POINT(-75.4 23.8)
2018-01-12,405,POINT(-75.3 23.8)
2018-01-12,242,POINT(-75.2 23.8)
2018-01-12,37,POINT(-75.1 23.8)
2018-01-12,64,POINT(-75.4 23.9)
2018-01-12,239,POINT(-75.3 23.9)
2018-01-12,293,POINT(-75.2 23.9)
2018-01-12,157,POINT(-75.1 23.9)
2018-01-12,85,POINT(-75 24.1)
2018-01-12,55,POINT(-75.3 24.1)
2018-01-12,105,POINT(-75.2 24.1)
2018-01-12,86,POINT(-75.1 24.1)
2018-01-12,48,POINT(-74.9 24.1)
2018-01-12,23,POINT(-75.4 23.4)
2018-01-12,23,POINT(-75.3 24.4)
2018-01-12,35,POINT(-75.2 24.4)
2018-01-12,39,POINT(-75 24.2)
2018-01-12,32,POINT(-75.3 24.2)
2018-01-12,59,POINT(-75.2 24.2)
2018-01-12,39,POINT(-75.1 24.2)
2018-01-12,43,POINT(-74.9 24.2)
2018-01-12,26,POINT(-74 24.3)
2018-01-12,34,POINT(-75.3 24.3)
2018-01-12,42,POINT(-75.2 24.3)
2018-01-12,25,POINT(-75.1 24.3)
2018-01-12,333,POINT(-75.3 23.7)
2018-01-12,172,POINT(-75.2 23.7)
2018-01-12,74,POINT(-74 24.5)
2018-01-12,29,POINT(-74.1 24.5)
2018-01-12,41,POINT(-73.9 24.5)
2018-01-12,84,POINT(-74 24.6)
2018-01-12,25,POINT(-74.1 24.6)
2018-01-12,41,POINT(-73.9 24.6)
2018-01-12,39,POINT(-74 24.7)
2018-01-12,35,POINT(-73.9 24.7)
2018-01-12,26,POINT(-74 24.8)
2018-01-12,44,POINT(-73.9 24.8)
2018-01-12,34,POINT(-73.8 24.8)
2018-01-12,28,POINT(-73.9 24.9)
2018-01-12,33,POINT(-73.8 24.9)
2018-01-12,39,POINT(-73.9 25.1)
2018-01-12,47,POINT(-73.7 25.1)
2018-01-12,33,POINT(-73.6 25.1)
2018-01-12,41,POINT(-73.5 25.1)
2018-01-12,25,POINT(-73.4 25.1)
2018-01-12,54,POINT(-73.5 25.2)
2018-01-12,32,POINT(-81.8 25.3)
2018-01-12,38,POINT(-73.8 24.7)
2018-01-12,32,POINT(-73.7 24.7)
2018-01-12,26,POINT(-81.9 25.4)
2018-01-12,113,POINT(-81.8 25.4)
2018-01-12,29,POINT(-81.7 25.4)
2018-01-12,32,POINT(-73.8 25.4)
2018-01-12,31,POINT(-73.6 25.4)
2018-01-12,35,POINT(-73.5 25.4)
2018-01-12,52,POINT(-81.8 25.5)
2018-01-12,124,POINT(-81.7 25.5)
2018-01-12,59,POINT(-81.5 25.7)
2018-01-12,64,POINT(-81.4 25.7)
2018-01-12,41,POINT(-81.6 25.6)
2018-01-12,23,POINT(-73.8 25.3)
2018-01-12,35,POINT(-73.6 25.3)
2018-01-12,73,POINT(-73.5 25.3)
2018-01-12,156,POINT(-81.4 25.8)
2018-01-12,64,POINT(-81.3 25.8)
2018-01-12,29,POINT(-81.2 25.8)
2018-01-12,23,POINT(-73.5 25.8)
2018-01-12,39,POINT(-85.5 25.9)
2018-01-12,29,POINT(-85.4 25.9)
2018-01-12,57,POINT(-85.3 25.9)
2018-01-12,65,POINT(-85.2 25.9)
2018-01-12,57,POINT(-81.3 25.9)
2018-01-12,69,POINT(-81.2 25.9)
2018-01-12,23,POINT(-73.5 25.9)
2018-01-12,60,POINT(-85.6 26.1)
2018-01-12,23,POINT(-81.1 26.1)
2018-01-12,23,POINT(-85.6 26.2)
2018-01-12,42,POINT(-85.5 26.2)
2018-01-12,51,POINT(-80.7 26.2)
2018-01-12,35,POINT(-80.8 26.7)
2018-01-12,40,POINT(-80.7 26.7)
2018-01-12,36,POINT(-80.6 26.7)
2018-01-12,28,POINT(-80.8 26.8)
2018-01-12,41,POINT(-80.7 26.8)
2018-01-12,52,POINT(-80.6 26.8)
2018-01-12,56,POINT(-80.6 26.9)
2018-01-12,53,POINT(-80.5 26.9)
2018-01-12,36,POINT(-80.3 26.9)
2018-01-12,43,POINT(-80.2 26.9)
2018-01-12,65,POINT(-80 27.1)
2018-01-12,129,POINT(-80.5 27.1)
2018-01-12,37,POINT(-80.4 27.1)
2018-01-12,67,POINT(-80.2 27.1)
2018-01-12,51,POINT(-80.1 27.1)
2018-01-12,46,POINT(-79.7 27.1)
2018-01-12,77,POINT(-80 27.2)
2018-01-12,75,POINT(-80.5 27.2)
2018-01-12,123,POINT(-80.4 27.2)
2018-01-12,97,POINT(-80.2 27.2)
2018-01-12,23,POINT(-80.1 27.2)
2018-01-12,31,POINT(-79.7 27.2)
2018-01-12,42,POINT(-79.3 27.2)
2018-01-12,78,POINT(-80 27.3)
2018-01-12,103,POINT(-80.4 27.3)
2018-01-12,62,POINT(-80.3 27.3)
2018-01-12,239,POINT(-80.2 27.3)
2018-01-12,202,POINT(-80.1 27.3)
2018-01-12,38,POINT(-79.9 27.3)
2018-01-12,60,POINT(-79.7 27.3)
2018-01-12,31,POINT(-79.6 27.3)
2018-01-12,89,POINT(-80 27.4)
2018-01-12,40,POINT(-80.3 27.4)
2018-01-12,83,POINT(-80.2 27.4)
2018-01-12,298,POINT(-80.1 27.4)
2018-01-12,43,POINT(-79.9 27.4)
2018-01-12,50,POINT(-79.6 27.4)
2018-01-12,211,POINT(-80 27.5)
2018-01-12,43,POINT(-79.3 27.8)
2018-01-12,171,POINT(-80.1 27.5)
2018-01-12,76,POINT(-79.9 27.5)
2018-01-12,188,POINT(-80 27.6)
2018-01-12,58,POINT(-80.1 27.6)
2018-01-12,98,POINT(-79.9 27.6)
2018-01-12,53,POINT(-80 27.7)
2018-01-12,130,POINT(-79.9 27.7)
2018-01-12,52,POINT(-79.4 27.7)
2018-01-12,72,POINT(-79.9 27.8)
2018-01-12,99,POINT(-79.8 27.8)
2018-01-12,58,POINT(-79.8 27.9)
2018-01-12,75,POINT(-79.7 27.9)
2018-01-12,31,POINT(-79.8 28.1)
2018-01-12,99,POINT(-79.7 28.1)
2018-01-12,82,POINT(-79.6 28.1)
2018-01-12,46,POINT(-79.4 28.1)
2018-01-12,26,POINT(-79.3 28.1)
2018-01-12,78,POINT(-79.6 28.2)
2018-01-12,57,POINT(-79.5 28.2)
2018-01-12,68,POINT(-79.6 28.3)
2018-01-12,66,POINT(-79.5 28.3)
2018-01-12,23,POINT(-79.4 28.3)
2018-01-12,71,POINT(-79.5 28.4)
2018-01-12,59,POINT(-79.4 28.4)
2018-01-12,29,POINT(-79.3 28.4)
2018-01-12,75,POINT(-79.4 28.5)
2018-01-12,39,POINT(-78.9 29.4)
2018-01-12,58,POINT(-79.8 29.5)
2018-01-12,41,POINT(-79.3 28.6)
2018-01-12,62,POINT(-79.2 28.7)
2018-01-12,34,POINT(-79.2 28.8)
2018-01-12,72,POINT(-79.1 28.8)
2018-01-12,52,POINT(-79 28.9)
2018-01-12,37,POINT(-79.1 28.9)
2018-01-12,26,POINT(-78.9 29.3)
2018-01-12,23,POINT(-79.8 29.4)
2018-01-13,32,POINT(-75.2 36.6)
2018-01-13,31,POINT(-73.8 36.1)
2018-01-13,26,POINT(-75.2 35.6)
2018-01-13,29,POINT(-74.5 35.4)
2018-01-13,23,POINT(-75.7 35.2)
2018-01-13,40,POINT(-74.5 35.2)
2018-01-13,26,POINT(-75.4 34.9)
2018-01-13,25,POINT(-76.2 35.1)
2018-01-13,34,POINT(-75.8 35.1)
2018-01-13,26,POINT(-75.5 35.1)
2018-01-13,28,POINT(-76.4 34.9)
2018-01-13,25,POINT(-76.3 34.9)
2018-01-13,45,POINT(-76.2 34.9)
2018-01-13,62,POINT(-75.9 34.9)
2018-01-13,32,POINT(-75.8 34.9)
2018-01-13,37,POINT(-76.5 34.8)
2018-01-13,31,POINT(-76.4 34.8)
2018-01-13,23,POINT(-76.3 34.8)
2018-01-13,68,POINT(-75.9 34.8)
2018-01-13,34,POINT(-76.5 34.7)
2018-01-13,38,POINT(-75.9 34.7)
2018-01-13,45,POINT(-76 34.8)
2018-01-13,64,POINT(-76.6 34.6)
2018-01-13,40,POINT(-76.5 34.6)
2018-01-13,36,POINT(-76.3 34.6)
2018-01-13,37,POINT(-76.1 34.6)
2018-01-13,25,POINT(-75.9 34.6)
2018-01-13,35,POINT(-77 34.5)
2018-01-13,36,POINT(-76 34.5)
2018-01-13,28,POINT(-77.4 34.5)
2018-01-13,87,POINT(-76.6 34.5)
2018-01-13,35,POINT(-76.1 34.5)
2018-01-13,25,POINT(-75.9 34.5)
2018-01-13,49,POINT(-77.1 34.4)
2018-01-13,26,POINT(-76.7 34.4)
2018-01-13,41,POINT(-76.6 34.4)
2018-01-13,54,POINT(-76.1 34.4)
2018-01-13,25,POINT(-76.2 34.2)
2018-01-13,28,POINT(-76.7 34.3)
2018-01-13,26,POINT(-77.4 34.1)
2018-01-13,26,POINT(-77.2 34.2)
2018-01-13,51,POINT(-76.8 34.2)
2018-01-13,26,POINT(-76.7 34.2)
2018-01-13,46,POINT(-77 33.9)
2018-01-13,23,POINT(-76.3 33.9)
2018-01-13,37,POINT(-77 33.8)
2018-01-13,37,POINT(-77.1 33.8)
2018-01-13,33,POINT(-76.8 33.8)
2018-01-13,45,POINT(-76.7 33.8)
2018-01-13,23,POINT(-76.6 33.8)
2018-01-13,37,POINT(-77.3 33.7)
2018-01-13,39,POINT(-77.2 33.7)
2018-01-13,55,POINT(-77.1 33.7)
2018-01-13,23,POINT(-76.9 33.7)
2018-01-13,70,POINT(-76.8 33.7)
2018-01-13,29,POINT(-76.7 33.7)
2018-01-13,48,POINT(-77 33.7)
2018-01-13,45,POINT(-77 33.6)
2018-01-13,39,POINT(-78.1 33.6)
2018-01-13,34,POINT(-77.4 33.6)
2018-01-13,40,POINT(-77.3 33.6)
2018-01-13,62,POINT(-77.2 33.6)
2018-01-13,26,POINT(-77.1 33.6)
2018-01-13,44,POINT(-76.9 33.6)
2018-01-13,41,POINT(-76.8 33.6)
2018-01-13,29,POINT(-76.7 33.4)
2018-01-13,59,POINT(-77 33.5)
2018-01-13,38,POINT(-78.2 33.5)
2018-01-13,29,POINT(-77.9 33.5)
2018-01-13,25,POINT(-77.4 33.5)
2018-01-13,69,POINT(-77.3 33.5)
2018-01-13,73,POINT(-77.2 33.5)
2018-01-13,42,POINT(-76.9 33.5)
2018-01-13,46,POINT(-76.8 33.5)
2018-01-13,94,POINT(-78.3 33.3)
2018-01-13,25,POINT(-77.7 33.3)
2018-01-13,31,POINT(-77.6 33.3)
2018-01-13,32,POINT(-77.5 33.3)
2018-01-13,40,POINT(-77.4 33.3)
2018-01-13,35,POINT(-77.1 33.3)
2018-01-13,37,POINT(-76.9 33.3)
2018-01-13,34,POINT(-76.8 33.3)
2018-01-13,25,POINT(-78 33.4)
2018-01-13,46,POINT(-77 33.4)
2018-01-13,69,POINT(-78.3 33.4)
2018-01-13,52,POINT(-78.2 33.4)
2018-01-13,33,POINT(-77.7 33.4)
2018-01-13,61,POINT(-77.4 33.4)
2018-01-13,39,POINT(-77.3 33.4)
2018-01-13,58,POINT(-76.9 33.4)
2018-01-13,34,POINT(-77 33.2)
2018-01-13,140,POINT(-78.4 33.2)
2018-01-13,45,POINT(-78.3 33.2)
2018-01-13,23,POINT(-77.7 33.2)
2018-01-13,28,POINT(-77.5 33.2)
2018-01-13,25,POINT(-76.8 33.2)
2018-01-13,48,POINT(-77 33.3)
2018-01-13,73,POINT(-78.5 33.1)
2018-01-13,130,POINT(-78.4 33.1)
2018-01-13,33,POINT(-77.9 33.1)
2018-01-13,37,POINT(-77.7 33.1)
2018-01-13,31,POINT(-77.6 33.1)
2018-01-13,32,POINT(-77.2 33.1)
2018-01-13,36,POINT(-77.1 33.1)
2018-01-13,73,POINT(-78 32.9)
2018-01-13,92,POINT(-78.6 32.9)
2018-01-13,132,POINT(-78.5 32.9)
2018-01-13,41,POINT(-78.4 32.9)
2018-01-13,33,POINT(-78.2 32.9)
2018-01-13,47,POINT(-78.1 32.9)
2018-01-13,32,POINT(-77.9 32.9)
2018-01-13,29,POINT(-77.7 32.9)
2018-01-13,38,POINT(-77.4 32.9)
2018-01-13,33,POINT(-77.1 32.9)
2018-01-13,37,POINT(-78 33.1)
2018-01-13,55,POINT(-78 32.8)
2018-01-13,35,POINT(-78.6 32.8)
2018-01-13,64,POINT(-78.3 32.8)
2018-01-13,72,POINT(-78.2 32.8)
2018-01-13,107,POINT(-78.1 32.8)
2018-01-13,28,POINT(-77.8 32.8)
2018-01-13,26,POINT(-77.4 32.8)
2018-01-13,54,POINT(-78.5 32.6)
2018-01-13,62,POINT(-78.4 32.6)
2018-01-13,111,POINT(-78.3 32.6)
2018-01-13,54,POINT(-78.2 32.6)
2018-01-13,41,POINT(-77.9 32.6)
2018-01-13,40,POINT(-77.8 32.6)
2018-01-13,42,POINT(-77.5 32.6)
2018-01-13,35,POINT(-77.4 32.6)
2018-01-13,25,POINT(-76.9 32.6)
2018-01-13,31,POINT(-78 32.7)
2018-01-13,28,POINT(-78.5 32.7)
2018-01-13,63,POINT(-78.4 32.7)
2018-01-13,77,POINT(-78.3 32.7)
2018-01-13,93,POINT(-78.2 32.7)
2018-01-13,44,POINT(-78.1 32.7)
2018-01-13,36,POINT(-77.9 32.7)
2018-01-13,37,POINT(-77.8 32.7)
2018-01-13,41,POINT(-77.7 32.7)
2018-01-13,40,POINT(-77.5 32.7)
2018-01-13,32,POINT(-78.7 32.5)
2018-01-13,58,POINT(-78.6 32.5)
2018-01-13,48,POINT(-78.5 32.5)
2018-01-13,132,POINT(-78.4 32.5)
2018-01-13,89,POINT(-78.3 32.5)
2018-01-13,49,POINT(-78.1 32.5)
2018-01-13,34,POINT(-77.8 32.5)
2018-01-13,29,POINT(-78 32.6)
2018-01-13,73,POINT(-78.7 32.4)
2018-01-13,60,POINT(-78.6 32.4)
2018-01-13,173,POINT(-78.5 32.4)
2018-01-13,120,POINT(-78.4 32.4)
2018-01-13,38,POINT(-78.1 32.4)
2018-01-13,34,POINT(-77.5 32.4)
2018-01-13,23,POINT(-77.2 32.4)
2018-01-13,103,POINT(-78.7 32.3)
2018-01-13,121,POINT(-78.6 32.3)
2018-01-13,97,POINT(-78.5 32.3)
2018-01-13,32,POINT(-78.1 32.3)
2018-01-13,28,POINT(-77.5 32.3)
2018-01-13,86,POINT(-78.7 32.1)
2018-01-13,98,POINT(-78.6 32.1)
2018-01-13,53,POINT(-78.5 32.1)
2018-01-13,78,POINT(-78.4 32.1)
2018-01-13,50,POINT(-78.3 32.1)
2018-01-13,26,POINT(-78.2 32.1)
2018-01-13,44,POINT(-78.1 32.1)
2018-01-13,33,POINT(-77.9 32.1)
2018-01-13,29,POINT(-77.6 32.1)
2018-01-13,23,POINT(-76.6 32.1)
2018-01-13,67,POINT(-78.7 32.2)
2018-01-13,66,POINT(-78.6 32.2)
2018-01-13,133,POINT(-78.5 32.2)
2018-01-13,59,POINT(-78.4 32.2)
2018-01-13,51,POINT(-78.3 32.2)
2018-01-13,52,POINT(-78.2 32.2)
2018-01-13,32,POINT(-78.1 32.2)
2018-01-13,23,POINT(-77.9 32.2)
2018-01-13,39,POINT(-77.5 32.2)
2018-01-13,32,POINT(-78.6 31.8)
2018-01-13,60,POINT(-78.5 31.8)
2018-01-13,84,POINT(-78.4 31.8)
2018-01-13,39,POINT(-78.3 31.8)
2018-01-13,35,POINT(-78.2 31.8)
2018-01-13,39,POINT(-77.7 31.8)
2018-01-13,68,POINT(-78.8 31.9)
2018-01-13,150,POINT(-78.7 31.9)
2018-01-13,83,POINT(-78.6 31.9)
2018-01-13,80,POINT(-78.4 31.9)
2018-01-13,53,POINT(-78.3 31.9)
2018-01-13,32,POINT(-78.2 31.9)
2018-01-13,31,POINT(-78.1 31.9)
2018-01-13,36,POINT(-77.9 31.9)
2018-01-13,37,POINT(-77.8 31.9)
2018-01-13,45,POINT(-77.6 31.9)
2018-01-13,34,POINT(-79 31.7)
2018-01-13,41,POINT(-78 31.7)
2018-01-13,113,POINT(-78.9 31.7)
2018-01-13,78,POINT(-78.8 31.7)
2018-01-13,128,POINT(-78.7 31.7)
2018-01-13,74,POINT(-78.6 31.7)
2018-01-13,116,POINT(-78.5 31.7)
2018-01-13,47,POINT(-78.4 31.7)
2018-01-13,68,POINT(-78.3 31.7)
2018-01-13,63,POINT(-78.2 31.7)
2018-01-13,29,POINT(-78.1 31.7)
2018-01-13,36,POINT(-77.9 31.7)
2018-01-13,33,POINT(-77.8 31.7)
2018-01-13,50,POINT(-78.9 31.8)
2018-01-13,80,POINT(-78.8 31.8)
2018-01-13,110,POINT(-78.7 31.8)
2018-01-13,149,POINT(-78.9 31.5)
2018-01-13,133,POINT(-78.8 31.5)
2018-01-13,98,POINT(-78.7 31.5)
2018-01-13,67,POINT(-78.6 31.5)
2018-01-13,25,POINT(-78.5 31.5)
2018-01-13,121,POINT(-78.4 31.5)
2018-01-13,111,POINT(-78.3 31.5)
2018-01-13,85,POINT(-79 31.6)
2018-01-13,29,POINT(-78 31.6)
2018-01-13,122,POINT(-78.9 31.6)
2018-01-13,156,POINT(-78.8 31.6)
2018-01-13,82,POINT(-78.7 31.6)
2018-01-13,74,POINT(-78.6 31.6)
2018-01-13,31,POINT(-78.5 31.6)
2018-01-13,50,POINT(-78.4 31.6)
2018-01-13,184,POINT(-78.3 31.6)
2018-01-13,88,POINT(-78.2 31.6)
2018-01-13,160,POINT(-79 31.3)
2018-01-13,82,POINT(-79.2 31.3)
2018-01-13,70,POINT(-79.1 31.3)
2018-01-13,154,POINT(-78.9 31.3)
2018-01-13,86,POINT(-78.8 31.3)
2018-01-13,40,POINT(-78.7 31.3)
2018-01-13,48,POINT(-78.6 31.3)
2018-01-13,71,POINT(-78.5 31.3)
2018-01-13,47,POINT(-78.4 31.3)
2018-01-13,45,POINT(-78.3 31.3)
2018-01-13,45,POINT(-77.6 31.3)
2018-01-13,206,POINT(-79 31.4)
2018-01-13,41,POINT(-79.1 31.4)
2018-01-13,163,POINT(-78.9 31.4)
2018-01-13,125,POINT(-78.8 31.4)
2018-01-13,87,POINT(-78.7 31.4)
2018-01-13,37,POINT(-78.6 31.4)
2018-01-13,67,POINT(-78.5 31.4)
2018-01-13,84,POINT(-78.4 31.4)
2018-01-13,34,POINT(-78.2 31.4)
2018-01-13,34,POINT(-77.5 31.4)
2018-01-13,107,POINT(-79 31.5)
2018-01-13,31,POINT(-79.1 31.5)
2018-01-13,220,POINT(-79 31.1)
2018-01-13,67,POINT(-79.2 31.1)
2018-01-13,233,POINT(-79.1 31.1)
2018-01-13,64,POINT(-78.9 31.1)
2018-01-13,44,POINT(-78.8 31.1)
2018-01-13,85,POINT(-78.7 31.1)
2018-01-13,118,POINT(-78.6 31.1)
2018-01-13,53,POINT(-78.5 31.1)
2018-01-13,197,POINT(-79 31.2)
2018-01-13,53,POINT(-79.2 31.2)
2018-01-13,72,POINT(-79.1 31.2)
2018-01-13,120,POINT(-78.9 31.2)
2018-01-13,54,POINT(-78.8 31.2)
2018-01-13,66,POINT(-78.7 31.2)
2018-01-13,95,POINT(-78.6 31.2)
2018-01-13,68,POINT(-78.5 31.2)
2018-01-13,28,POINT(-78.4 31.2)
2018-01-13,26,POINT(-77.8 31.2)
2018-01-13,31,POINT(-77.7 31.2)
2018-01-13,39,POINT(-79 30.8)
2018-01-13,26,POINT(-79.4 30.8)
2018-01-13,206,POINT(-79.3 30.8)
2018-01-13,78,POINT(-79.2 30.8)
2018-01-13,40,POINT(-79.1 30.8)
2018-01-13,101,POINT(-78.9 30.8)
2018-01-13,62,POINT(-78.8 30.8)
2018-01-13,40,POINT(-79 30.9)
2018-01-13,31,POINT(-79.4 30.9)
2018-01-13,234,POINT(-79.3 30.9)
2018-01-13,194,POINT(-79.2 30.9)
2018-01-13,43,POINT(-79.1 30.9)
2018-01-13,33,POINT(-78.9 30.9)
2018-01-13,143,POINT(-78.8 30.9)
2018-01-13,77,POINT(-78.7 30.9)
2018-01-13,34,POINT(-78.2 30.9)
2018-01-13,32,POINT(-72.5 30.4)
